tokens,tags
"['In' 'patient' '2' ',' 'in' 'addition' 'to' 'an' 'increase' 'in' 'both'
 'deoxycorticosterone' 'and' '11-deoxycortisol' 'levels' ',' 'plasma'
 'aldosterone' 'values' 'were' 'raised' ',' 'with' 'a' 'concomitant'
 'suppression' 'of' 'renin' 'levels' '.']",[0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
"['Our' 'findings' 'show' 'that' 'long' '-' 'term' 'treatment' 'with'
 'high' 'doses' 'of' 'ketoconazole' 'may' 'induce' 'enzyme' 'blockade'
 'leading' 'to' 'mineralocorticoid' '-' 'related' 'hypertension']",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2]
"['Effects' 'of' 'an' 'inhibitor' 'of' 'angiotensin' 'converting' 'enzyme'
 '(' 'Captopril' ')' 'on' 'pulmonary' 'and' 'renal' 'insufficiency' 'due'
 'to' 'intravascular' 'coagulation' 'in' 'the' 'rat' '.']",[0 0 0 0 0 1 0 0 0 1 0 0 2 3 3 3 0 0 2 3 0 0 0 0]
"['Induction' 'of' 'intravascular' 'coagulation' 'and' 'inhibition' 'of'
 'fibrinolysis' 'by' 'injection' 'of' 'thrombin' 'and' 'tranexamic' 'acid'
 '(' 'AMCA' ')' 'in' 'the' 'rat' 'gives' 'rise' 'to' 'pulmonary' 'and'
 'renal' 'insufficiency' 'resembling' 'that' 'occurring' 'after' 'trauma'
 'or' 'sepsis' 'in' 'man' '.']","[0 0 2 3 0 0 0 0 0 0 0 0 0 1 4 0 1 0 0 0 0 0 0 0 2 3 3 3 0 0 0 0 2 0 2 0 0
 0]"
"['Injection' 'of' 'Captopril' '(' '1' 'mg' '/' 'kg' '),' 'an' 'inhibitor'
 'of' 'angiotensin' 'converting' 'enzyme' '(' 'ACE' '),' 'reduced' 'both'
 'pulmonary' 'and' 'renal' 'insufficiency' 'in' 'this' 'rat' 'model' '.']",[0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 3 3 3 0 0 0 0 0]
"['The' 'lung' 'weights' 'were' 'lower' 'and' 'PaO2' 'was' 'improved' 'in'
 'rats' 'given' 'this' 'enzyme' '-' 'blocking' 'agent' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['The' 'contents' 'of' 'albumin' 'in' 'the' 'lungs' 'were' 'not' 'changed'
 ',' 'indicating' 'that' 'Captopril' 'did' 'not' 'influence' 'the'
 'extravasation' 'of' 'protein' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
"['Renal' 'damage' 'as' 'reflected' 'by' 'an' 'increase' 'in' 'serum'
 'urea' 'and' 'in' 'kidney' 'weight' 'was' 'prevented' 'by' 'Captopril'
 '.']",[2 3 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0]
"['The' 'amount' 'of' 'fibrin' 'in' 'the' 'kidneys' 'was' 'also'
 'considerably' 'lower' 'than' 'in' 'animals' 'which' 'received'
 'thrombin' 'and' 'AMCA' 'alone' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
"['It' 'is' 'suggested' 'that' 'the' 'effects' 'of' 'Captopril' 'on' 'the'
 'lungs' 'may' 'be' 'attributable' 'to' 'a' 'vasodilatory' 'effect' 'due'
 'to' 'a' 'reduction' 'in' 'the' 'circulating' 'level' 'of' 'Angiotension'
 'II' 'and' 'an' 'increase' 'in' 'prostacyclin' '(' 'secondary' 'to' 'an'
 'increase' 'in' 'bradykinin' ').' 'Captopril' 'may' ',' 'by' 'the' 'same'
 'mechanism' ',' 'reduce' 'the' 'increase' 'in' 'glomerular' 'filtration'
 'that' 'is' 'known' 'to' 'occur' 'after' 'an' 'injection' 'of' 'thrombin'
 ',' 'thereby' 'diminishing' 'the' 'aggregation' 'of' 'fibrin' 'monomers'
 'in' 'the' 'glomeruli' ',' 'with' 'the' 'result' 'that' 'less' 'fibrin'
 'will' 'be' 'deposited' 'and' 'thus' 'less' 'kidney' 'damage']","[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 1 0 0 0
 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3]"
"['A' 'randomized' 'comparison' 'of' 'labetalol' 'and' 'nitroprusside'
 'for' 'induced' 'hypotension' '.']",[0 0 0 0 1 0 1 0 0 2 0]
"['In' 'a' 'randomized' 'study' ',' 'labetalol' '-' 'induced' 'hypotension'
 'and' 'nitroprusside' '-' 'induced' 'hypotension' 'were' 'compared' 'in'
 '20' 'patients' '(' '10' 'in' 'each' 'group' ')' 'scheduled' 'for'
 'major' 'orthopedic' 'procedures' '.']",[0 0 0 0 0 1 0 0 2 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Each' 'patient' 'was' 'subjected' 'to' 'an' 'identical' 'anesthetic'
 'protocol' 'and' 'similar' 'drug' '-' 'induced' 'reductions' 'in' 'mean'
 'arterial' 'blood' 'pressure' '(' 'BP' ')(' '50' 'to' '55' 'mmHg' ').'
 'Nitroprusside' 'infusion' 'was' 'associated' 'with' 'a' 'significant'
 '(' 'p' 'less' 'than' '0' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
"['05' ')' 'increase' 'in' 'heart' 'rate' 'and' 'cardiac' 'output' ';'
 'rebound' 'hypertension' 'was' 'observed' 'in' 'three' 'patients' 'after'
 'discontinuation' 'of' 'nitroprusside' '.']",[0 0 2 3 3 3 3 3 3 0 0 2 0 0 0 0 0 0 0 0 1 0]
"['Labetalol' 'administration' 'was' 'not' 'associated' 'with' 'any' 'of'
 'these' 'findings' '.']",[1 0 0 0 0 0 0 0 0 0 0]
['Arterial' 'PO2' 'decreased' 'in' 'both' 'groups' '.'],[0 1 0 0 0 0 0]
"['It' 'was' 'concluded' 'that' 'labetalol' 'offers' 'advantages' 'over'
 'nitroprusside']",[0 0 0 0 1 0 0 0 1]
"['Chronic' 'carbamazepine' 'treatment' 'in' 'the' 'rat' ':' 'efficacy' ','
 'toxicity' ',' 'and' 'effect' 'on' 'plasma' 'and' 'tissue' 'folate'
 'concentrations' '.']",[0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0]
"['Folate' 'depletion' 'has' 'often' 'been' 'a' 'problem' 'in' 'chronic'
 'antiepileptic' 'drug' '(' 'AED' ')' 'therapy' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Carbamazepine' '(' 'CBZ' '),' 'a' 'commonly' 'used' 'AED' ',' 'has'
 'been' 'implicated' 'in' 'some' 'clinical' 'studies' '.']",[1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['A' 'rat' 'model' 'was' 'developed' 'to' 'examine' 'the' 'effects' 'of'
 'chronic' 'CBZ' 'treatment' 'on' 'folate' 'concentrations' 'in' 'the'
 'rat' '.']",[0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0]
"['In' 'the' 'course' 'of' 'developing' 'this' 'model' ',' 'a' 'common'
 'vehicle' ',' 'propylene' 'glycol' ',' 'by' 'itself' 'in' 'high' 'doses'
 ',' 'was' 'found' 'to' 'exhibit' 'protective' 'properties' 'against'
 'induced' 'seizures' 'and' 'inhibited' 'weight' 'gain' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 3 0]
"['Seizures' 'induced' 'by' 'hexafluorodiethyl' 'ether' '(' 'HFDE' ')'
 'were' 'also' 'found' 'to' 'be' 'a' 'more' 'sensitive' 'measure' 'of'
 'protection' 'by' 'CBZ' 'than' 'seizures' 'induced' 'by' 'maximal'
 'electroshock' '(' 'MES' ').' 'Oral' 'administration' 'of' 'CBZ' 'as'
 'an' 'aqueous' 'suspension' 'every' '8' 'h' 'at' 'a' 'dose' 'of' '250'
 'mg' '/' 'kg' 'was' 'continuously' 'protective' 'against' 'HFDE' '-'
 'induced' 'seizures' 'and' 'was' 'minimally' 'toxic' 'as' 'measured' 'by'
 'weight' 'gain' 'over' '8' 'weeks' 'of' 'treatment' '.']","[2 0 0 1 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0]"
"['The' 'CBZ' 'levels' 'measured' 'in' 'plasma' 'and' 'brain' 'of' 'these'
 'animals' ',' 'however' ',' 'were' 'below' 'those' 'normally'
 'considered' 'protective' '.']",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['This' 'treatment' 'with' 'CBZ' 'had' 'no' 'apparent' 'adverse' 'effect'
 'on' 'folate' 'concentrations' 'in' 'the' 'rat' ',' 'and' ',' 'indeed'
 ',' 'the' 'folate']",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1]
"['Inhibition' 'of' 'sympathoadrenal' 'activity' 'by' 'atrial'
 'natriuretic' 'factor' 'in' 'dogs' '.']",[0 0 0 0 0 0 0 0 0 0 0]
"['In' 'six' 'conscious' ',' 'trained' 'dogs' ',' 'maintained' 'on' 'a'
 'normal' 'sodium' 'intake' 'of' '2' 'to' '4' 'mEq' '/' 'kg' '/' 'day' ','
 'sympathetic' 'activity' 'was' 'assessed' 'as' 'the' 'release' 'rate'
 'of' 'norepinephrine' 'and' 'epinephrine' 'during' '15' '-' 'minute' 'i'
 '.']","[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
 0 0 0 0]"
['v' '.'],[0 0]
['infusions' 'of' 'human' 'alpha' '-' 'atrial' 'natriuretic' 'factor' '.'],[0 0 0 0 0 0 0 0 0]
"['Mean' 'arterial' 'pressure' '(' 'as' 'a' 'percentage' 'of' 'control'
 '+/-' 'SEM' ')' 'during' 'randomized' 'infusions' 'of' '0' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['03' ',' '0' '.']",[0 0 0 0]
"['1' ',' '0' '.']",[0 0 0 0]
"['3' ',' 'or' '1' '.']",[0 0 0 0 0]
"['0' 'microgram' '/' 'kg' '/' 'min' 'was' '99' '+/-' '1' ',' '95' '+/-'
 '1' '(' 'p' 'less' 'than' '0' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['05' '),' '93' '+/-' '1' '(' 'p' 'less' 'than' '0' '.']",[0 0 0 0 0 0 0 0 0 0 0]
"['01' '),' 'or' '79' '+/-' '6' '%(' 'p' 'less' 'than' '0' '.']",[0 0 0 0 0 0 0 0 0 0 0 0]
"['001' '),' 'respectively' ',' 'but' 'no' 'tachycardia' 'and' 'no'
 'augmentation' 'of' 'the' 'norepinephrine' 'release' 'rate' '(' 'up' 'to'
 '0' '.']",[0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0]
"['3' 'microgram' '/' 'kg' '/' 'min' ')' 'were' 'observed' ',' 'which' 'is'
 'in' 'contrast' 'to' 'comparable' 'hypotension' 'induced' 'by'
 'hydralazine' 'or' 'nitroglycerin' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 1 0]
['The' 'release' 'rate' 'of' 'epinephrine'],[0 0 0 0 1]
"['Death' 'from' 'chemotherapy' 'in' 'gestational' 'trophoblastic'
 'disease' '.']",[2 0 0 0 2 3 3 0]
"['Multiple' 'cytotoxic' 'drug' 'administration' 'is' 'the' 'generally'
 'accepted' 'treatment' 'of' 'patients' 'with' 'a' 'high' '-' 'risk'
 'stage' 'of' 'choriocarcinoma' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0]
"['Based' 'on' 'this' 'principle' 'a' '27' '-' 'year' 'old' 'woman' ','
 'classified' 'as' 'being' 'in' 'the' 'high' '-' 'risk' 'group' '('
 'Goldstein' 'and' 'Berkowitz' 'score' ':' '11' '),' 'was' 'treated'
 'with' 'multiple' 'cytotoxic' 'drugs' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['The' 'multiple' 'drug' 'schema' 'consisted' 'of' ':' 'Etoposide' '16'
 '.']",[0 0 0 0 0 0 0 1 0 0]
"['213' ',' 'Methotrexate' ',' 'Cyclophosphamide' ',' 'Actomycin-D' ','
 'and' 'Cisplatin' '.']",[0 0 1 0 1 0 1 0 0 1 0]
"['On' 'the' 'first' 'day' 'of' 'the' 'schedule' ',' 'moderate' 'high'
 'doses' 'of' 'Methotrexate' ',' 'Etoposide' 'and' 'Cyclophosphamide'
 'were' 'administered' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0]
"['Within' '8' 'hours' 'after' 'initiation' 'of' 'therapy' 'the' 'patient'
 'died' 'with' 'a' 'clinical' 'picture' 'resembling' 'massive' 'pulmonary'
 'obstruction' 'due' 'to' 'choriocarcinomic' 'tissue' 'plugs' ','
 'probably' 'originating' 'from' 'the' 'uterus' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0]
"['Formation' 'of' 'these' 'plugs' 'was' 'probably' 'due' 'to' 'extensive'
 'tumor' 'necrosis' 'at' 'the' 'level' 'of' 'the' 'walls' 'of' 'the'
 'major' 'uterine' 'veins' ',' 'which' 'resulted' 'in' 'an' 'open'
 'exchange' 'of' 'tumor' 'plugs' 'to' 'the' 'vascular' 'spaces' ';'
 'decrease' 'in' 'tumor' 'tissue' 'coherence' 'secondary' 'to'
 'chemotherapy' 'may' 'have' 'further' 'contributed' 'to' 'the'
 'formation' 'of' 'tumor' 'emboli' '.']","[0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0]"
"['In' 'view' 'of' 'the' 'close' 'time' 'association' 'between' 'the'
 'start' 'of' 'chemotherapy' 'and' 'the' 'acute' 'onset' 'of' 'massive'
 'embolism' 'other' 'explanations' ',' 'such' 'as' 'spontaneous'
 'necrosis' ',' 'must' 'be' 'considered' 'less' 'likely' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0]
['Patients' 'with' 'large' 'pelvic' 'tumor'],[0 0 0 2 3]
['Sexual' 'dysfunction' 'among' 'patients' 'with' 'arthritis' '.'],[2 3 0 0 0 2 0]
"['The' 'relationship' 'of' 'arthritis' 'and' 'sexual' 'dysfunction' 'was'
 'investigated' 'among' '169' 'patients' 'with' 'rheumatoid' 'arthritis'
 ',' 'osteoarthritis' 'and' 'spondyloarthropathy' ',' '130' 'of' 'whom'
 'were' 'pair' '-' 'matched' 'to' 'controls' '.']",[0 0 0 2 0 2 3 0 0 0 0 0 0 2 3 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0]
"['Assessments' 'of' 'marital' 'happiness' 'and' 'depressed' 'mood' 'were'
 'also' 'made' 'using' 'the' 'CES' '-' 'D' 'and' 'the' 'Azrin' 'Marital'
 'Happiness' 'Scale' '(' 'AMHS' ').' 'Sexual' 'dysfunctions' 'were'
 'found' 'to' 'be' 'common' 'among' 'patients' 'and' 'controls' ',' 'the'
 'majority' 'in' 'both' 'groups' 'reporting' 'one' 'or' 'more'
 'dysfunctions' '.']","[0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
"['Impotence' 'was' 'more' 'common' 'among' 'male' 'patients' 'than'
 'controls' 'and' 'was' 'found' 'to' 'be' 'associated' 'with' 'co' '-'
 'morbidity' 'and' 'the' 'taking' 'of' 'methotrexate' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
"['Depressed' 'mood' 'was' 'more' 'common' 'among' 'patients' 'and' 'was'
 'associated' 'with' 'certain' 'sexual' 'difficulties' ',' 'but' 'not'
 'with' 'impotence' '.']",[2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0]
"['Marital' 'unhappiness' ',' 'as' 'indicated' 'by' 'AMHS' 'scores' ','
 'was' 'not' 'associated' 'with' 'arthritis' 'but' 'was' 'associated'
 'with' 'sexual' 'dysfunction']",[0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 3]
"['Does' 'paracetamol' 'cause' 'urothelial' 'cancer' 'or' 'renal'
 'papillary' 'necrosis' '?' 'The' 'risk' 'of' 'developing' 'renal'
 'papillary' 'necrosis' 'or' 'cancer' 'of' 'the' 'renal' 'pelvis,'
 'ureter' 'or' 'bladder' 'associated' 'with' 'consumption' 'of' 'either'
 'phenacetin' 'or' 'paracetamol' 'was' 'calculated' 'from' 'data'
 'acquired' 'by' 'questionnaire' 'from' '381' 'cases' 'and' '808'
 'controls' '.']","[0 1 0 2 3 0 2 3 3 0 0 0 0 0 2 3 3 0 2 3 3 3 3 3 3 3 0 0 0 0 0 1 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]"
"['The' 'risk' 'of' 'renal' 'papillary' 'necrosis' 'was' 'increased'
 'nearly' '20' '-' 'fold' 'by' 'consumption' 'of' 'phenacetin' ',' 'which'
 'also' 'increased' 'the' 'risk' 'for' 'cancer' 'of' 'the' 'renal'
 'pelvis' 'and' 'bladder' 'but' 'not' 'for' 'ureteric' 'cancer' '.']",[0 0 0 2 3 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 3 3 3 3 3 3 0 0 0 2 3 0]
"['By' 'contrast' ',' 'we' 'were' 'unable' 'to' 'substantiate' 'an'
 'increased' 'risk' 'from' 'paracetamol' 'consumption' 'for' 'renal'
 'papillary' 'necrosis' 'or' 'any' 'of' 'these' 'cancers' 'although'
 'there' 'was' 'a' 'suggestion' 'of' 'an' 'association' 'with' 'cancer'
 'of' 'the' 'ureter']",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 3 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 3 3 3]
"['Dapsone' '-' 'associated' 'Heinz' 'body' 'hemolytic' 'anemia' 'in' 'a'
 'Cambodian' 'woman' 'with' 'hemoglobin' 'E' 'trait' '.']",[1 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0]
"['A' 'Cambodian' 'woman' 'with' 'hemoglobin' 'E' 'trait' '(' 'AE' ')'
 'and' 'leprosy' 'developed' 'a' 'Heinz' 'body' 'hemolytic' 'anemia'
 'while' 'taking' 'a' 'dose' 'of' 'dapsone' '(' '50' 'mg' '/' 'day' ')'
 'not' 'usually' 'associated' 'with' 'clinical' 'hemolysis' '.']",[0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0]
"['Her' 'red' 'blood' 'cells' '(' 'RBCs' ')' 'had' 'increased' 'incubated'
 'Heinz' 'body' 'formation' ',' 'decreased' 'reduced' 'glutathione' '('
 'GSH' '),' 'and' 'decreased' 'GSH' 'stability' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0]
"['The' 'pentose' 'phosphate' 'shunt' 'activity' 'of' 'the' 'dapsone' '-'
 'exposed' 'AE' 'RBCs' 'was' 'increased' 'compared' 'to' 'normal' 'RBCs'
 '.']",[0 1 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
"['Although' 'the' 'AE' 'RBCs' 'from' 'an' 'individual' 'not' 'taking'
 'dapsone' 'had' 'increased' 'incubated' 'Heinz' 'body' 'formation' ','
 'the' 'GSH' 'content' 'and' 'GSH' 'stability' 'were' 'normal' '.']",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0]
"['The' 'pentose' 'phosphate' 'shunt' 'activity' 'of' 'the' 'non' '-'
 'dapsone' '-' 'exposed' 'AE' 'RBCs' 'was' 'decreased' 'compared' 'to'
 'normal' 'RBCs' '.']",[0 1 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
"['Thus' ',' 'AE' 'RBCs' 'appear' 'to' 'have' 'an' 'increased'
 'sensitivity' 'to' 'oxidant' 'stress' 'both' 'in' 'vitro' 'and' 'in'
 'vivo' ',' 'since' 'dapsone' 'does' 'not' 'cause' 'hemolytic' 'anemia'
 'at' 'this' 'dose' 'in' 'hematologically' 'normal' 'individuals' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 3 0 0 0 0 0 0 0 0]
"['Given' 'the' 'influx' 'of' 'Southeast' 'Asians' 'into' 'the' 'United'
 'States' ',' 'oxidant' 'medications' 'should' 'be' 'used' 'with'
 'caution' ',' 'especially' 'if' 'an' 'infection']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2]
"['Severe' 'complications' 'of' 'antianginal' 'drug' 'therapy' 'in' 'a'
 'patient' 'identified' 'as' 'a' 'poor' 'metabolizer' 'of' 'metoprolol'
 ',' 'propafenone' ',' 'diltiazem' ',' 'and' 'sparteine' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0]
"['A' '47' '-' 'year' '-' 'old' 'patient' 'suffering' 'from' 'coronary'
 'artery' 'disease' 'was' 'admitted' 'to' 'the' 'CCU' 'in' 'shock' 'with'
 'III' '.']",[0 0 0 0 0 0 0 0 0 2 3 3 0 0 0 0 0 0 2 0 0 0]
"['AV' 'block' ',' 'severe' 'hypotension' ',' 'and' 'impairment' 'of'
 'ventricular' 'function' '.']",[2 3 0 0 2 0 0 2 3 3 3 0]
"['One' 'week' 'prior' 'to' 'admission' 'a' 'therapy' 'with' 'standard'
 'doses' 'of' 'metoprolol' '(' '100' 'mg' 't' '.']",[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
['i' '.'],[0 0]
['d' '.'],[0 0]
['and' 'then' '100' 'mg' 'b' '.'],[0 0 0 0 0 0]
['i' '.'],[0 0]
['d' '.)' 'had' 'been' 'initiated' '.'],[0 0 0 0 0 0]
['Two' 'days' 'before' 'admission' 'diltiazem' '(' '60' 'mg' 'b' '.'],[0 0 0 0 1 0 0 0 0 0]
['i' '.'],[0 0]
['d' '.)' 'was' 'prescribed' 'in' 'addition' '.'],[0 0 0 0 0 0 0]
"['Analyses' 'of' 'a' 'blood' 'sample' 'revealed' 'unusually' 'high'
 'plasma' 'concentrations' 'of' 'metoprolol' '(' 'greater' 'than' '3000'
 'ng' '/' 'ml' ')' 'and' 'diltiazem' '(' '526' 'ng' '/' 'ml' ').' 'The'
 'patient' 'recovered' 'within' '1' 'week' 'following' 'discontinuation'
 'of' 'antianginal' 'therapy' '.']","[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
"['Three' 'months' 'later' 'the' 'patient' 'was' 'exposed' 'to' 'a'
 'single' 'dose' 'of' 'metoprolol' ',' 'diltiazem' ',' 'propafenone' '('
 'since' 'he' 'had' 'received' 'this' 'drug' 'in' 'the' 'past' '),' 'and'
 'sparteine' '(' 'as' 'a' 'probe' 'for' 'the' 'debrisoquine' '/'
 'sparteine' 'type' 'polymorphism' 'of' 'oxidative' 'drug' 'metabolism'
 ').' 'It' 'was' 'found' 'that' 'he' 'was' 'a' 'poor' 'metabolizer' 'of'
 'all' 'four' 'drugs' ',' 'indicating' 'that' 'their' 'metabolism' 'is'
 'under' 'the' 'same' 'genetic' 'control' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"['Therefore' ',' 'patients' 'belonging' 'to' 'the' 'poor' '-'
 'metabolizer' 'phenotype' 'of' 'sparteine' '/' 'debrisoquine'
 'polymorphism' 'in' 'drug' 'metabolism' ',' 'which' 'constitutes' '6' '.']",[0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0]
"['4' '%' 'of' 'the' 'German' 'population' ',' 'may' 'experience' 'adverse'
 'drug' 'reactions']",[0 0 0 0 0 0 0 0 0 2 3 3]
"['Triazolam' '-' 'induced' 'brief' 'episodes' 'of' 'secondary' 'mania'
 'in' 'a' 'depressed' 'patient' '.']",[1 0 0 0 0 0 0 2 0 0 2 0 0]
"['Large' 'doses' 'of' 'triazolam' 'repeatedly' 'induced' 'brief'
 'episodes' 'of' 'mania' 'in' 'a' 'depressed' 'elderly' 'woman' '.']",[0 0 0 1 0 0 0 0 0 2 0 0 2 0 0 0]
"['Features' 'of' 'organic' 'mental' 'disorder' '(' 'delirium' ')' 'were'
 'not' 'present' '.']",[0 0 2 3 3 0 2 0 0 0 0 0]
"['Manic' 'excitement' 'was' 'coincident' 'with' 'the' 'duration' 'of'
 'action' 'of' 'triazolam' '.']",[2 0 0 0 0 0 0 0 0 0 1 0]
['The' 'possible' 'contribution' 'of' 'the' 'triazolo'],[0 0 0 0 0 1]
"['On' 'the' 'mechanisms' 'of' 'the' 'development' 'of' 'tolerance' 'to'
 'the' 'muscular' 'rigidity' 'produced' 'by' 'morphine' 'in' 'rats' '.']",[0 0 0 0 0 0 0 0 0 0 2 3 0 0 1 0 0 0]
"['The' 'development' 'of' 'tolerance' 'to' 'the' 'muscular' 'rigidity'
 'produced' 'by' 'morphine' 'was' 'studied' 'in' 'rats' '.']",[0 0 0 0 0 0 2 3 0 0 1 0 0 0 0 0]
"['Saline' '-' 'pretreated' 'controls' 'given' 'a' 'test' 'dose' 'of'
 'morphine' '(' '20' 'mg' '/' 'kg' 'i' '.']",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
"['p' '.)' 'showed' 'a' 'pronounced' 'rigidity' 'recorded' 'as' 'tonic'
 'activity' 'in' 'the' 'electromyogram' '.']",[0 0 0 0 0 2 0 0 0 0 0 0 0 0]
